Episodes,Emition_Date,Users,Rank,Title,Score
TV (12 eps),Apr 2021 - Jun 2021,"56,691",3555,Seven Knights Revolution: Eiyuu no Keishousha,6.31
TV (12 eps),Apr 2023 - Jun 2023,"68,627",3556,Mahou Shoujo Magical Destroyers,6.30
TV (13 eps),Jul 2005 - Sep 2005,"28,259",3557,Okusama wa Joshikousei (TV),6.30
TV (12 eps),Jan 2010 - Mar 2010,"73,130",3558,Ookamikakushi,6.30
TV (12 eps),Jan 2016 - Apr 2016,"69,189",3559,Phantasy Star Online 2 The Animation,6.30
TV (20 eps),Apr 2013 - Sep 2013,"45,057",3560,Pokemon Best Wishes! Season 2: Decolora Adventure,6.30
TV (13 eps),Apr 2007 - Jun 2007,"6,884",3561,Saint Beast: Kouin Jojishi Tenshi Tan,6.30
TV (12 eps),Apr 2011 - Jun 2011,"136,597",3562,Seikon no Qwaser II,6.30
TV (12 eps),Oct 2019 - Dec 2019,"18,263",3563,Actors: Songs Connection,6.30
TV (52 eps),Jan 2004 - Dec 2004,"13,607",3564,B-Legend! Battle B-Daman,6.30
TV (52 eps),Apr 2003 - Mar 2004,"1,129",3565,Bouken Yuuki Pluster World,6.30
TV (12 eps),Oct 2012 - Dec 2012,"37,469",3566,Busou Shinki,6.30
TV (12 eps),Oct 2008 - Dec 2008,"286,026",3567,ChäoS;HEAd,6.30
TV (35 eps),Apr 1988 - Dec 1988,"3,425",3568,Chouon Senshi Borgman,6.30
TV (25 eps),Oct 2005 - Mar 2006,"10,824",3569,Cluster Edge,6.30
TV (13 eps),Apr 2001 - Jun 2001,"14,304",3570,Geneshaft,6.30
TV (25 eps),Apr 2018 - Sep 2018,"30,846",3571,Gundam Build Divers,6.30
TV (78 eps),Oct 1986 - Mar 1988,"2,012",3572,Heart Cocktail,6.30
TV (13 eps),Jul 2017 - Sep 2017,"68,267",3573,Jikan no Shihaisha,6.30
TV (21 eps),Oct 1992 - Mar 1993,920,3574,Super Zugan,6.30
TV (52 eps),Oct 2011 - Nov 2011,484,3575,Tian Xin Ge Ge,6.30
TV (56 eps),Sep 1980 - Sep 1981,"1,134",3576,Tondemo Senshi Muteking,6.30
TV (12 eps),Oct 2013 - Dec 2013,"138,704",3577,Walkure Romanze,6.30
TV (39 eps),Apr 2007 - Jan 2008,"1,739",3578,Taichi Senjimon,6.29
TV (35 eps),Feb 1968 - Sep 1968,915,3579,Wanpaku Tanteidan,6.29
TV (26 eps),Apr 1973 - Sep 1973,998,3580,Wansa-kun,6.29
TV (10 eps),Apr 2022 - Jun 2022,"9,216",3581,Yatogame-chan Kansatsu Nikki Yonsatsume,6.29
TV (13 eps),Apr 2012 - Jun 2012,"8,407",3582,Yurumates 3D,6.29
TV (50 eps),Jul 2018 - Jun 2019,"6,415",3583,Zoids Wild,6.29
TV (50 eps),Oct 1990 - Sep 1991,833,3584,Karakuri Kengou Den Musashi Lord,6.29
TV (12 eps),Jan 2021 - Mar 2021,"377,006",3585,Ore dake Haireru Kakushi Dungeon,6.29
TV (52 eps),2004 - 2004,533,3586,Origami Warriors,6.29
TV (52 eps),Apr 1976 - May 1977,"2,224",3587,Pinocchio yori Piccolino no Bouken,6.29
TV (12 eps),Apr 2022 - Jun 2022,"269,931",3588,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",6.29
TV (12 eps),Oct 2019 - Mar 2020,"168,989",3589,Azur Lane,6.29
TV (12 eps),Oct 2023 - Dec 2023,"5,200",3590,B-Project: Netsuretsu*Love Call,6.29
TV (39 eps),Jan 1973 - Sep 1973,"2,053",3591,Babel Nisei,6.29
TV (19 eps),May 1983 - Oct 1983,600,3592,Bemubemu Hunter Kotengu Tenmaru,6.29
TV (13 eps),Jun 2003 - Sep 2003,"7,722",3593,Cinderella Boy,6.29
TV (24 eps),Apr 2015 - Oct 2015,"1,454",3594,"Eikoku Ikka, Nihon wo Taberu",6.29
TV (10 eps),Jan 2018 - Apr 2018,"219,547",3595,Fate/Extra: Last Encore,6.29
TV (13 eps),Jan 2007 - Jul 2007,"3,954",3596,GR: Giant Robo,6.29
TV (12 eps),Oct 2023 - Dec 2023,"156,872",3597,Hametsu no Oukoku,6.29
TV (13 eps),Apr 2019 - Jun 2019,"19,191",3598,Hangyakusei Million Arthur 2nd Season,6.29
TV (26 eps),2005 - 2005,"1,200",3599,Hello Kitty no Stump Village,6.29
TV (10 eps),Dec 2017 - Mar 2018,869,3600,Inazma Delivery: Dougyousha Attack-hen,6.29
TV (27 eps),Feb 1977 - Sep 1977,"1,507",3601,Jetter Mars,6.29
TV (26 eps),Oct 1972 - Mar 1973,"1,664",3602,Astroganger,6.28
TV (24 eps),Apr 2004 - Sep 2004,"18,786",3603,Boukyaku no Senritsu,6.28
TV (26 eps),Apr 1998 - Nov 1998,"2,432",3604,DT Eightron,6.28
TV (11 eps),Jan 2007 - Mar 2007,"8,399",3605,Getsumen to Heiki Mina,6.28
TV (10 eps),Jul 2017 - Sep 2017,"536,639",3606,Hajimete no Gal,6.28
TV (13 eps),Oct 2007 - Jan 2008,602,3607,Ichigo Ichie: Koibana Tomobana,6.28
TV (10 eps),Dec 2016 - Feb 2017,"1,321",3608,Inazma Delivery,6.28
TV (11 eps),Oct 2018 - Dec 2018,"29,151",3609,Ingress the Animation,6.28
TV (35 eps),Jan 1988 - Sep 1988,"1,606",3610,Tatakae!! Ramenman,6.28
TV (12 eps),Apr 2017 - Jun 2017,"18,791",3611,Warau Salesman New,6.28
TV (25 eps),Apr 2007 - Sep 2007,"9,155",3612,Koutetsu Sangokushi,6.28
TV (26 eps),Jan 1980 - Jun 1980,"1,748",3613,Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.28
TV (12 eps),Oct 2021 - Dec 2021,"26,357",3614,Puraore! Pride of Orange,6.28
TV (12 eps),Jan 2017 - Mar 2017,"237,887",3615,Seiren,6.28
TV (12 eps),Jan 2013 - Mar 2013,"135,907",3616,Senran Kagura,6.28
TV (30 eps),Sep 1981 - Mar 1982,570,3617,Shin Dokonjou Gaeru,6.28
TV (139 eps),Oct 2015 - Jun 2018,"3,283",3618,Kamisama Minarai: Himitsu no Cocotama,6.27
TV (12 eps),Jul 2017 - Sep 2017,"97,897",3619,Konbini Kareshi,6.27
TV (12 eps),Apr 2001 - Jun 2001,"12,145",3620,Koutetsu Tenshi Kurumi 2,6.27
TV (34 eps),Jan 1997 - Sep 1997,"4,237",3621,Mach GoGoGo (1997),6.27
TV (200 eps),Oct 1989 - Jan 1991,680,3622,Parasol Henbei,6.27
TV (97 eps),Apr 2012 - Mar 2014,"49,022",3623,Saint Seiya Omega,6.27
TV (22 eps),Oct 1982 - Mar 1983,"1,220",3624,Ai no Senshi Rainbowman,6.27
TV (13 eps),Nov 2021 - Feb 2022,"24,908",3625,Blade Runner: Black Lotus,6.27
TV (13 eps),Aug 1988 - Nov 1988,"1,036",3626,Dallyeola Hani,6.27
TV (33 eps),Aug 2010 - Mar 2011,"1,037",3627,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,6.27
TV (50 eps),Feb 1991 - Jan 1992,"2,627",3628,Getter Robo Go,6.27
TV (12 eps),Apr 2020 - Jun 2020,"233,073",3629,"Hachi-nan tte, Sore wa Nai deshou!",6.27
TV (51 eps),Apr 1991 - Mar 1992,857,3630,Jankenman,6.27
TV (12 eps),Jul 2010 - Sep 2010,"31,642",3631,Shukufuku no Campanella,6.27
TV (13 eps),Dec 2012 - Jul 2013,"2,223",3632,Usavich V,6.27
TV (104 eps),Oct 1974 - Sep 1976,952,3633,Tentoumushi no Uta,6.26
TV (12 eps),Oct 2018 - Dec 2018,"3,823",3634,The iDOLM@STER SideM: Wake Atte Mini!,6.26
TV (52 eps),Apr 1982 - Mar 1983,"1,637",3635,Tondera House no Daibouken,6.26
TV (12 eps),Apr 2019 - Jun 2019,"31,638",3636,Yatogame-chan Kansatsu Nikki,6.26
TV (63 eps),Dec 2019 - Apr 2021,"1,875",3637,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,6.26
TV (52 eps),Aug 2012 - Aug 2013,"1,035",3638,Zhandou Wang Zhi Jufeng Zhan Hun,6.26
TV (34 eps),Jul 1979 - Mar 1980,566,3639,Kagaku Bouken-tai Tansar 5,6.26
TV (12 eps),Oct 2015 - Dec 2015,"3,743",3640,Ketsuekigata-kun! 3,6.26
TV (26 eps),Jan 2005 - Jul 2005,"1,101",3641,Mafukiden: Pandarian,6.26
TV (13 eps),Oct 2021 - Dec 2021,"14,598",3642,Megaton-kyuu Musashi,6.26
TV (26 eps),Apr 1973 - Oct 1973,812,3643,Microid S,6.26
TV (75 eps),Oct 2016 - Apr 2018,"15,466",3644,Monster Hunter Stories: Ride On,6.26
TV (100 eps),Oct 1997 - Sep 1999,743,3645,Sakura Momoko Gekijou: Coji-Coji,6.26
TV (12 eps),Jul 2012 - Sep 2012,"206,434",3646,Arcana Famiglia,6.26
TV (39 eps),Apr 1967 - Dec 1967,664,3647,Bouken Gabotenjima,6.26
TV (6 eps),Mar 2008 - Apr 2008,"1,772",3648,Catman Series III,6.26
TV (305 eps),Mar 2009 - Mar 2013,"2,404",3649,Cookin' Idol Ai! Mai! Main!,6.26
TV (39 eps),Oct 1982 - Jun 1983,661,3650,Cybot Robocchi,6.26
TV (13 eps),Oct 2000 - Jan 2001,"1,088",3651,Hayan Ma-eum Baeggu,6.26
TV (12 eps),Jan 2016 - Mar 2016,"72,417",3652,Bubuki Buranki,6.25
TV (25 eps),Oct 1984 - Mar 1985,"1,961",3653,Galactic Patrol Lensman,6.25
TV (13 eps),Oct 2006 - Dec 2006,"5,532",3654,Galaxy Angel Rune,6.25
TV (12 eps),Jul 2017 - Sep 2017,"8,872",3655,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6.25
TV (24 eps),Oct 2016 - Mar 2017,"115,465",3656,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.25
TV (12 eps),Oct 2015 - Dec 2015,"74,754",3657,Komori-san wa Kotowarenai!,6.25
TV (26 eps),Feb 1984 - Mar 1984,861,3658,Little El Cid no Bouken,6.25
TV (45 eps),Mar 1978 - Jan 1979,"1,467",3659,Majokko Tickle,6.25
TV (13 eps),Apr 2003 - Jun 2003,"4,128",3660,Ningen Kousaten,6.25
TV (44 eps),Oct 1987 - Sep 1988,926,3661,Oraa Guzura Dado (1987),6.25
TV (12 eps),Jul 2021 - Sep 2021,"179,278",3662,Peach Boy Riverside,6.25
TV (12 eps),Jul 2003 - Oct 2003,"24,468",3663,Popotan,6.25
TV (12 eps),Apr 2012 - Jun 2012,"42,889",3664,Queen's Blade: Rebellion,6.25
TV (13 eps),Sep 1987 - Dec 1987,"1,986",3665,Sanrio Anime Sekai Meisaku Gekijou,6.25
TV (51 eps),Apr 2010 - Mar 2011,"4,876",3666,SD Gundam Sangokuden Brave Battle Warriors,6.25
TV (12 eps),Jan 2016 - Mar 2016,"53,121",3667,Sekkou Boys,6.25
TV (52 eps),Jan 1972 - Dec 1972,"2,174",3668,Kashi no Ki Mokku,6.24
TV (12 eps),Jul 2023 - Sep 2023,"99,930",3669,Level 1 dakedo Unique Skill de Saikyou desu,6.24
TV (39 eps),Sep 1976 - Jun 1977,"1,331",3670,Magnerobo Ga-Keen,6.24
TV (12 eps),Oct 2013 - Dec 2013,"30,456",3671,Megane-bu!,6.24
TV (20 eps),Oct 2010 - Oct 2010,"1,731",3672,Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.24
TV (26 eps),Oct 2003 - Apr 2004,"1,329",3673,Ocha-ken: Chokotto Monogatari,6.24
TV (51 eps),Apr 2010 - Apr 2011,"3,044",3674,Gokujou!! Mecha Mote Iinchou Second Collection,6.24
TV (25 eps),Oct 1999 - Mar 2000,702,3675,Gozonji! Gekkou Kamen-kun,6.24
TV (11 eps),Dec 2010 - Feb 2011,"29,023",3676,Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.24
TV (29 eps),Oct 1981 - May 1982,"1,276",3677,Honey Honey no Suteki na Bouken,6.24
TV (26 eps),Apr 1978 - Oct 1978,771,3678,Ikkyuu-san (1978),6.24
TV (13 eps),Jun 2007 - Sep 2007,"2,717",3679,Tetsuko no Tabi,6.24
TV (13 eps),Jan 1999 - Mar 1999,"2,966",3680,Uchuu Kaizoku Mito no Daibouken,6.24
TV (26 eps),Oct 1975 - Mar 1976,993,3681,Sougen no Shoujo Laura,6.23
TV (12 eps),Oct 2010 - Dec 2010,"88,143",3682,Togainu no Chi,6.23
TV (26 eps),Apr 1986 - Nov 1986,891,3683,Ultraman Kids no Kotowaza Monogatari,6.23
TV (13 eps),Jul 1999 - Sep 1999,"6,507",3684,Kakyuusei (TV),6.23
TV (12 eps),Oct 2006 - Dec 2006,"14,241",3685,Kujibiki♥Unbalance,6.23
TV (52 eps),Jan 2013 - Sep 2013,"1,525",3686,Larva 2nd Season,6.23
TV (51 eps),Oct 2008 - Sep 2009,"1,306",3687,Live On Cardliver Kakeru,6.23
TV (21 eps),Apr 1976 - Sep 1976,"1,119",3688,Machine Hayabusa,6.23
TV (32 eps),Apr 2018 - Feb 2019,726,3689,Neko Neko Nihonshi 3rd Season,6.23
TV (104 eps),Oct 1966 - Sep 1968,676,3690,Robotan,6.23
TV (12 eps),Jan 2022 - Mar 2022,"238,619",3691,Shikkakumon no Saikyou Kenja,6.23
TV (52 eps),Jan 1971 - Dec 1971,"1,132",3692,Andersen Monogatari (TV),6.23
TV (54 eps),Jan 1982 - Feb 1983,"1,034",3693,Asari-chan,6.23
TV (45 eps),Oct 1974 - Sep 1975,"2,901",3694,Barbapapa,6.23
TV (26 eps),Nov 1992 - Mar 1993,"1,364",3695,Boukensha: The Man Was from Spain,6.23
TV (52 eps),Apr 2002 - Mar 2003,837,3696,Denkou Chou Tokkyuu Hikarian,6.23
TV (100 eps),Apr 2008 - Mar 2010,"2,360",3697,Duel Masters Cross,6.23
TV (36 eps),Jul 1976 - Mar 1977,"1,132",3698,Groizer X,6.23
TV (26 eps),Apr 2003 - Sep 2003,"1,209",3699,Jikuu Boukenki Zentrix,6.23
TV (27 eps),Jul 1997 - Mar 1998,777,3700,Anime TV de Hakken! Tamagotchi,6.22
TV (10 eps),Oct 2017 - Dec 2017,"274,933",3701,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.22
TV (45 eps),Oct 1974 - Sep 1975,"4,170",3702,Calimero,6.22
TV (26 eps),Apr 1975 - Sep 1975,"1,267",3703,Don Chuck Monogatari,6.22
TV (26 eps),Oct 2000 - Mar 2001,"1,775",3704,Gregory Horror Show: The Last Train,6.22
TV (12 eps),Oct 2015 - Dec 2015,"101,497",3705,Hidan no Aria AA,6.22
TV (4 eps),Jan 2016 - Jan 2016,"9,463",3706,Tabi Machi Late Show,6.22
TV (26 eps),Oct 1993 - Mar 1994,"1,061",3707,Tanoshii Willow Town,6.22
TV (12 eps),Jan 2016 - Mar 2016,"3,506",3708,Ketsuekigata-kun! 4,6.22
TV (26 eps),Apr 1984 - Mar 1985,988,3709,Koala Boy Kokki,6.22
TV (32 eps),Apr 2016 - Feb 2017,"3,256",3710,Neko Neko Nihonshi,6.22
TV (30 eps),Apr 2001 - Jan 2002,"4,457",3711,Parappa the Rapper,6.22
TV (10 eps),Feb 2007 - Feb 2007,"3,579",3712,Qin Shi Mingyue: Bai Bu Fei Jian,6.22
TV (26 eps),Oct 1970 - Mar 1971,"1,136",3713,Kick no Oni,6.21
TV (510 eps),Apr 1985 - Mar 1987,720,3714,Obake no Q-tarou (1985),6.21
TV (33 eps),Jan 1986 - Sep 1986,904,3715,Robotan (1986),6.21
TV (12 eps),Oct 2023 - Dec 2023,"111,062",3716,Seiken Gakuin no Makentsukai,6.21
TV (12 eps),Oct 2006 - Dec 2006,"21,257",3717,009-1,6.21
TV (20 eps),Jan 2018 - Jun 2018,"171,679",3718,Beatless,6.21
TV (52 eps),Apr 2019 - Mar 2020,"9,939",3719,Beyblade Burst Gachi,6.21
TV (12 eps),Jul 2011 - Sep 2011,"28,395",3720,Blade,6.21
TV (25 eps),Oct 1977 - Mar 1978,795,3721,Chou Supercar Gattiger,6.21
TV (12 eps),Oct 2015 - Dec 2015,"127,145",3722,Dance with Devils,6.21
TV (12 eps),Apr 2017 - Jun 2017,"110,956",3723,Gin no Guardian,6.21
TV (23 eps),Apr 1984 - Oct 1984,"2,730",3724,God Mazinger,6.21
TV (26 eps),Jan 1976 - Jun 1976,"2,055",3725,Huckleberry no Bouken,6.21
TV (51 eps),Apr 1994 - Mar 1995,794,3726,Soccer Fever,6.21
TV (13 eps),May 2003 - Jul 2003,"2,227",3727,Submarine Super 99,6.21
TV (26 eps),Oct 1985 - Apr 1986,936,3728,Yume no Hoshi no Button Nose,6.21
TV (25 eps),Oct 1998 - Mar 1999,"1,054",3729,Totsugeki! Pappara-tai,6.20
TV (102 eps),Apr 2008 - Mar 2010,812,3730,Uchi no 3 Shimai,6.20
TV (26 eps),Jul 1975 - Dec 1975,"3,320",3731,Uchuu no Kishi Tekkaman,6.20
TV (26 eps),Oct 1968 - Mar 1969,"2,118",3732,Youkai Ningen Bem,6.20
TV (? eps),Apr 1995 -,"1,106",3733,Knyacki!,6.20
TV (11 eps),Jan 2021 - Mar 2021,"28,591",3734,Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.20
TV (8 eps),Nov 2015 - Dec 2015,"4,836",3735,Mini Hama: Minimum Hamatora,6.20
TV (32 eps),Apr 2017 - Feb 2018,849,3736,Neko Neko Nihonshi 2nd Season,6.20
TV (12 eps),Oct 2021 - Dec 2021,"198,269",3737,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.20
TV (53 eps),Jan 1983 - Jan 1984,"1,697",3738,Akuu Daisakusen Srungle,6.20
TV (26 eps),Jul 2012 - Dec 2012,"20,850",3739,Chitose Get You!!,6.20
TV (12 eps),Jan 2010 - Mar 2010,"48,003",3740,Chuu Bra!!,6.20
TV (26 eps),2008 - 2008,"1,615",3741,Domo TV,6.20
TV (51 eps),Apr 2004 - Mar 2005,"2,225",3742,Get Ride! AMDriver,6.20
TV (12 eps),Oct 2006 - Dec 2006,"8,312",3743,Giniro no Olynsis: Tokito,6.20
TV (16 eps),Oct 1999 - Oct 1999,"7,424",3744,Ippatsu Kiki Musume,6.20
TV (26 eps),Oct 1971 - Mar 1972,"1,100",3745,Apache Yakyuugun,6.19
TV (12 eps),Oct 2018 - Dec 2018,"18,807",3746,Gakuen Basara,6.19
TV (13 eps),Jan 2020 - Apr 2020,"174,941",3747,Infinite Dendrogram,6.19
TV (53 eps),Sep 1977 - Sep 1978,882,3748,Ippatsu Kanta-kun,6.19
TV (13 eps),Jan 2001 - Mar 2001,"17,308",3749,Tales of Eternia The Animation,6.19
TV (16 eps),Oct 2015 - Jan 2016,"14,416",3750,Tantei Team KZ Jiken Note,6.19
TV (56 eps),Mar 1977 - Mar 1978,"1,901",3751,Wakusei Robo Danguard Ace,6.19
TV (13 eps),Jul 2018 - Sep 2018,"21,823",3752,Yami Shibai 6,6.19
TV (12 eps),Jul 2020 - Oct 2020,"61,290",3753,Koi to Producer: EVOL×LOVE,6.19
TV (50 eps),Apr 2013 - Mar 2014,"1,020",3754,Line Town,6.19
TV (12 eps),Jul 2011 - Sep 2011,"79,257",3755,Manyuu Hikenchou,6.19
TV (26 eps),Feb 1991 - Jul 1991,"1,800",3756,Ningyohime Marina no Bouken,6.19
TV (13 eps),Apr 2013 - Jun 2013,"125,146",3757,Photokano,6.19
TV (24 eps),Mar 2002 - Sep 2002,"11,561",3758,Psychic Academy,6.19
TV (12 eps),Jan 2014 - Mar 2014,"170,377",3759,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.19
TV (12 eps),Jul 2014 - Sep 2014,"14,298",3760,Shin Strange+,6.19
TV (26 eps),Oct 2004 - Apr 2005,"2,279",3761,Kappa no Kaikata,6.18
TV (16 eps),Oct 1998 - Nov 1998,"8,064",3762,Let's Nupu Nupu,6.18
TV (50 eps),Apr 2008 - Mar 2009,722,3763,Little Charo,6.18
TV (31 eps),Jun 1987 - Dec 1987,943,3764,Machine Robo: Butchigiri Battle Hackers,6.18
TV (12 eps),Jul 2001 - Sep 2001,"7,686",3765,Magical Nyan Nyan Taruto,6.18
TV (95 eps),Oct 1981 - Oct 1983,"4,017",3766,Maicching Machiko-sensei,6.18
TV (1471 eps),Jan 1976 - Sep 1994,"1,598",3767,Manga Nippon Mukashibanashi (1976),6.18
TV (200 eps),Jan 1991 - Apr 1993,645,3768,Obake no... Holly,6.18
TV (13 eps),Jul 2005 - Sep 2005,"1,127",3769,Play Ball,6.18
TV (12 eps),Oct 2019 - Jan 2020,"38,380",3770,Rifle Is Beautiful,6.18
TV (25 eps),Apr 1971 - Sep 1971,"1,742",3771,Animentary: Ketsudan,6.18
TV (26 eps),Apr 1998 - Nov 1998,"10,685",3772,Brain Powerd,6.18
TV (25 eps),Oct 1973 - Mar 1974,"4,180",3773,Dororon Enma-kun,6.18
TV (24 eps),Jan 2009 - Jun 2009,"4,460",3774,Examurai Sengoku,6.18
TV (25 eps),Oct 2001 - Mar 2002,"36,711",3775,Final Fantasy: Unlimited,6.18
TV (26 eps),Oct 1977 - Mar 1978,689,3776,Fuusen Shoujo Temple-chan,6.18
TV (12 eps),Oct 2012 - Dec 2012,"12,029",3777,Wooser no Sono Higurashi,6.18
TV (13 eps),Jan 2022 - Apr 2022,"9,724",3778,Yami Shibai 10,6.18
TV (52 eps),2008 - 2008,"1,273",3779,Zoku Attacker You! Kin Medal e no Michi,6.18
TV (12 eps),Jan 2014 - Mar 2014,"57,979",3780,Wizard Barristers: Benmashi Cecil,6.17
TV (18 eps),Apr 1982 - Sep 1982,"1,350",3781,Kagaku Kyuujo-tai TechnoVoyager,6.17
TV (13 eps),Jul 2014 - Sep 2014,"7,798",3782,Kidou Senshi Gundam-san,6.17
TV (104 eps),Aug 2014 - Dec 2015,"1,033",3783,Larva 3rd Season,6.17
TV (26 eps),Jan 1980 - Jul 1980,"1,225",3784,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.17
TV (23 eps),Oct 1984 - Mar 1985,862,3785,Mori no Tonto-tachi,6.17
TV (103 eps),Sep 1980 - Oct 1982,829,3786,Ojamanga Yamada-kun,6.17
TV (52 eps),Oct 1992 - Sep 1993,"2,510",3787,Shin Calimero,6.17
TV (12 eps),Oct 2023 - Dec 2023,"11,342",3788,Bullbuster,6.17
TV (12 eps),Jul 2013 - Sep 2013,"27,022",3789,Fantasista Doll,6.17
TV (12 eps),Jan 2015 - Mar 2015,"156,301",3790,Juuou Mujin no Fafnir,6.17
TV (26 eps),Oct 1981 - Mar 1982,"2,469",3791,Anime Oyako Gekijou,6.16
TV (24 eps),Apr 1999 - Sep 1999,"3,379",3792,D4 Princess,6.16
TV (3 eps),Oct 2023 - Oct 2023,"17,410",3793,FLCL: Shoegaze,6.16
TV (53 eps),Dec 1997 - Apr 1998,"1,273",3794,Gakkyuu Ou Yamazaki,6.16
TV (13 eps),Jul 2021 - Sep 2021,"5,599",3795,Getter Robo Arc,6.16
TV (12 eps),Jul 2010 - Sep 2010,"3,449",3796,Tono to Issho: Ippunkan Gekijou,6.16
TV (21 eps),Apr 1988 - Sep 1988,"2,089",3797,Topo Gigio,6.16
TV (119 eps),Apr 1987 - Mar 1989,"1,644",3798,Ultra B,6.16
TV (40 eps),Oct 2013 - Feb 2014,676,3799,Zhandou Wang Zhi Jufeng Zhan Hun 2,6.16
TV (13 eps),Apr 2007 - Jun 2007,"21,341",3800,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,6.16
TV (25 eps),Oct 1976 - Mar 1977,"1,141",3801,Kyouryuu Tankentai Born Free,6.16
TV (13 eps),Jan 2005 - Mar 2005,"5,996",3802,Magical Canan,6.16
TV (12 eps),Jul 1997 - Sep 1997,"2,057",3803,Misute♡naide Daisy,6.16
TV (10 eps),Dec 2021 - Dec 2021,"3,192",3804,Kanashiki Debu Neko-chan,6.15
TV (16 eps),Jun 2005 - Dec 2005,672,3805,Nanami-chan 2nd Series,6.15
TV (20 eps),Oct 2000 - Mar 2001,"9,217",3806,Sci-fi Harry,6.15
TV (12 eps),Oct 2021 - Dec 2021,"33,049",3807,Deji Meets Girl,6.15
TV (51 eps),Apr 2014 - Mar 2015,"5,279",3808,Dragon Collection,6.15
TV (52 eps),Apr 2004 - Mar 2006,"5,404",3809,Duel Masters Charge,6.15
TV (12 eps),Jan 2012 - Mar 2012,"32,475",3810,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.15
TV (12 eps),Jul 2003 - Sep 2003,"117,128",3811,Green Green,6.15
TV (12 eps),Jan 1999 - Apr 1999,"6,201",3812,Himiko-den,6.15
TV (52 eps),Jan 1973 - Dec 1973,"1,640",3813,Yama Nezumi Rocky Chuck,6.15
TV (92 eps),Apr 2020 - Mar 2022,"17,432",3814,Yu☆Gi☆Oh! Sevens,6.15
TV (38 eps),Oct 1973 - Jun 1974,"1,028",3815,Zero Tester,6.15
TV (12 eps),Apr 2021 - Jun 2021,"70,931",3816,Subarashiki Kono Sekai The Animation,6.14
TV (26 eps),Apr 1976 - Sep 1976,"1,216",3817,UFO Senshi Dai Apolon,6.14
TV (13 eps),Oct 2004 - Dec 2004,"15,664",3818,W: Wish,6.14
TV (65 eps),Jan 1969 - Sep 1971,902,3819,Kaitei Shounen Marine,6.14
TV (12 eps),Jan 2023 - Apr 2023,"14,970",3820,Majutsushi Orphen Hagure Tabi: Urbanrama-hen,6.14
TV (10 eps),Jan 2014 - Mar 2014,"155,246",3821,Maken-Ki! Two,6.14
TV (12 eps),Oct 2017 - Dec 2017,"44,814",3822,Sengoku Night Blood,6.14
TV (12 eps),Jan 2021 - Mar 2021,"110,795",3823,2.43: Seiin Koukou Danshi Volley-bu,6.14
TV (23 eps),Apr 1992 - Oct 1992,"1,907",3824,Aa Harimanada,6.14
TV (50 eps),Oct 2014 - Dec 2014,"35,440",3825,Ai Tenchi Muyou!,6.14
TV (56 eps),Apr 1995 - Jan 1997,504,3826,Alice Tantei Kyoku,6.14
TV (52 eps),Jan 2015 - Aug 2015,"1,592",3827,Balala Xiao Mo Xian Zhi: Meng Huan Xuan Lu,6.14
TV (12 eps),Jan 2004 - Mar 2004,"9,974",3828,Burn Up Scramble,6.14
TV (7 eps),Feb 1988 - Mar 1988,"1,192",3829,Gegege no Kitarou: Jigoku-hen,6.14
TV (12 eps),Jan 2019 - Mar 2019,"79,233",3830,Girly Air Force,6.14
TV (13 eps),Apr 2022 - Jun 2022,"24,392",3831,Gunjou no Fanfare,6.14
TV (26 eps),2012 - 2012,344,3832,Huoli Shaonian Wang 3: Xuji,6.14
TV (12 eps),Jul 2017 - Sep 2017,"554,979",3833,Isekai wa Smartphone to Tomo ni.,6.14
TV (13 eps),Jul 2017 - Sep 2017,"56,810",3834,18if,6.13
TV (12 eps),Jan 2013 - Mar 2013,"10,990",3835,Bakumatsu Gijinden Roman,6.13
TV (12 eps),Jul 2022 - Sep 2022,"4,943",3836,Hanabi-chan wa Okuregachi,6.13
TV (27 eps),Oct 2007 - Mar 2008,827,3837,Hello Kitty: Ringo no Mori to Parallel Town,6.13
TV (24 eps),Apr 2000 - Mar 2001,"1,024",3838,Uchuujin Tanaka Tarou,6.13
TV (12 eps),Apr 2014 - Jun 2014,"70,204",3839,Kenzen Robo Daimidaler,6.13
TV (12 eps),Oct 2006 - Dec 2006,"8,697",3840,Lovedol: Lovely Idol,6.13
TV (305 eps),May 1978 - Mar 1984,719,3841,Manga Hajimete Monogatari,6.13
TV (12 eps),Apr 2003 - Jun 2003,"3,827",3842,Mousou Kagaku Series: Wandaba Style,6.13
